AERO-201,AERO
AERO-290,AERO
AERO-371,AERO
AERO-390,AERO
AERO-417,AERO
AERO-431,AERO
AERO-444,AERO
AERO-446,AERO
AERO-455,AERO
AERO-462,AERO
AERO-464,AERO
AERO-465,AERO
AERO-471,AERO
AERO-472,AERO
AERO-480,AERO
AERO-481,AERO
AERO-482,AERO
AERO-483,AERO
AERO-485,AERO
AERO-486,AERO
AERO-487,AERO
AERO-490,AERO
AERO-GENERAL,AERO
BCEE-231,BCEE
BCEE-342,BCEE
BCEE-343,BCEE
BCEE-344,BCEE
BCEE-345,BCEE
BCEE-371,BCEE
BCEE-451,BCEE
BCEE-452,BCEE
BCEE-455,BCEE
BCEE-464,BCEE
BCEE-465,BCEE
BCEE-466,BCEE
BIOL-206,Science Electives
BIOL-261,Science Electives
BLDG-212,BLDG
BLDG-341,BLDG
BLDG-365,BLDG
BLDG-366,BLDG
BLDG-371,BLDG
BLDG-390,BLDG
BLDG-462,BLDG
BLDG-463,BLDG
BLDG-465,BLDG
BLDG-471,BLDG
BLDG-472,BLDG
BLDG-473,BLDG
BLDG-474,BLDG
BLDG-475,BLDG
BLDG-476,BLDG
BLDG-477,BLDG
BLDG-478,BLDG
BLDG-482,BLDG
BLDG-490,BLDG
BLDG-490A,BLDG
BLDG-490B,BLDG
BLDG-491,BLDG
BLDG-492,BLDG
BLDG-493,BLDG
BLDG-498,BLDG
BLDG-GENERAL,BLDG
CHEM-205,Science Electives
CIVI-212,CIVI
CIVI-231,CIVI
CIVI-321,CIVI
CIVI-341,CIVI
CIVI-361,CIVI
CIVI-372,CIVI
CIVI-381,CIVI
CIVI-382,CIVI
CIVI-390,CIVI
CIVI-432,CIVI
CIVI-435,CIVI
CIVI-437,CIVI
CIVI-440,CIVI
CIVI-453,CIVI
CIVI-454,CIVI
CIVI-464,CIVI
CIVI-465,CIVI
CIVI-466,CIVI
CIVI-467,CIVI
CIVI-468,CIVI
CIVI-469,CIVI
CIVI-471,CIVI
CIVI-474,CIVI
CIVI-483,CIVI
CIVI-484,CIVI
CIVI-490,CIVI
CIVI-498,CIVI
CIVI-GENERAL,CIVI
COEN-212,COEN
COEN-231,COEN
COEN-243,COEN
COEN-244,COEN
COEN-311,COEN
COEN-313,COEN
COEN-315,COEN
COEN-316,COEN
COEN-317,COEN
COEN-320,COEN
COEN-345,COEN
COEN-346,COEN
COEN-352,COEN
COEN-390,COEN
COEN-413,COEN
COEN-421,COEN
COEN-422,COEN
COEN-424,COEN
COEN-432,COEN
COEN-433,COEN
COEN-434,COEN
COEN-445,COEN
COEN-446,COEN
COEN-447,COEN
COEN-451,COEN
COEN-490,COEN
COEN-498,COEN
COEN-GENERAL,COEN
COMP-108,COMP
COMP-201,COMP
COMP-208,COMP
COMP-218,COMP
COMP-228,COMP
COMP-232,COMP
COMP-233,COMP
COMP-248,COMP
COMP-249,COMP
COMP-326,COMP
COMP-333,COMP
COMP-335,COMP
COMP-339,COMP
COMP-345,COMP
COMP-346,COMP
COMP-348,COMP
COMP-352,COMP
COMP-353,COMP
COMP-354,COMP
COMP-361,COMP
COMP-367,COMP
COMP-371,COMP
COMP-376,COMP
COMP-425,COMP
COMP-426,COMP
COMP-428,COMP
COMP-432,COMP
COMP-442,COMP
COMP-444,COMP
COMP-445,COMP
COMP-451,COMP
COMP-465,COMP
COMP-472,COMP
COMP-473,COMP
COMP-474,COMP
COMP-475,COMP
COMP-476,COMP
COMP-477,COMP
COMP-478,COMP
COMP-479,COMP
COMP-490,COMP
COMP-492,COMP
COMP-495,COMP
COMP-498,COMP
COMP-499,COMP
COMP-6231,COMP
COMP-6721,COMP
COMP-GENERAL,COMP
ECON-201,General Electives
ECON-203,General Electives
ELEC-242,ELEC
ELEC-251,ELEC
ELEC-273,ELEC
ELEC-275,ELEC
ELEC-311,ELEC
ELEC-312,ELEC
ELEC-321,ELEC
ELEC-331,ELEC
ELEC-342,ELEC
ELEC-351,ELEC
ELEC-353,ELEC
ELEC-365,ELEC
ELEC-367,ELEC
ELEC-372,ELEC
ELEC-390,ELEC
ELEC-413,ELEC
ELEC-421,ELEC
ELEC-422,ELEC
ELEC-423,ELEC
ELEC-424,ELEC
ELEC-425,ELEC
ELEC-430,ELEC
ELEC-431,ELEC
ELEC-432,ELEC
ELEC-433,ELEC
ELEC-434,ELEC
ELEC-435,ELEC
ELEC-435,ELEC
ELEC-436,ELEC
ELEC-437,ELEC
ELEC-438,ELEC
ELEC-439,ELEC
ELEC-440,ELEC
ELEC-441,ELEC
ELEC-442,ELEC
ELEC-444,ELEC
ELEC-445,ELEC
ELEC-453,ELEC
ELEC-455,ELEC
ELEC-456,ELEC
ELEC-457,ELEC
ELEC-458,ELEC
ELEC-463,ELEC
ELEC-463,ELEC
ELEC-463,ELEC
ELEC-464,ELEC
ELEC-465,ELEC
ELEC-466,ELEC
ELEC-470,ELEC
ELEC-472,ELEC
ELEC-473,ELEC
ELEC-481,ELEC
ELEC-482,ELEC
ELEC-483,ELEC
ELEC-490,ELEC
ELEC-498,ELEC
ELEC-GENERAL,ELEC
ENCS-272,ENCS
ENCS-282,ENCS
ENCS-393,ENCS
ENCS-483,ENCS
ENCS-484,ENCS
ENCS-498,ENCS
ENGR-108,ENGR
ENGR-201,ENGR
ENGR-202,ENGR
ENGR-208,ENGR
ENGR-213,ENGR
ENGR-233,ENGR
ENGR-242,ENGR
ENGR-243,ENGR
ENGR-244,ENGR
ENGR-245,ENGR
ENGR-251,ENGR
ENGR-290,ENGR
ENGR-301,ENGR
ENGR-308,ENGR
ENGR-311,ENGR
ENGR-361,ENGR
ENGR-371,ENGR
ENGR-391,ENGR
ENGR-392,ENGR
ENGR-411,ENGR
ENGR-412,ENGR
ENGR-472,ENGR
ENGR-490,ENGR
ENGR-498,ENGR
IADI-301,IADI
IADI-401,IADI
INDU-211,INDU
INDU-311,INDU
INDU-320,INDU
INDU-321,INDU
INDU-323,INDU
INDU-324,INDU
INDU-330,INDU
INDU-342,INDU
INDU-371,INDU
INDU-372,INDU
INDU-410,INDU
INDU-411,INDU
INDU-412,INDU
INDU-421,INDU
INDU-423,INDU
INDU-440,INDU
INDU-441,INDU
INDU-466,INDU
INDU-475,INDU
INDU-480,INDU
INDU-490,INDU
INDU-498,INDU
INDU-GENERAL,INDU
MAST-218,Science Electives
MECH-321,MECH
MECH-343,MECH
MECH-344,MECH
MECH-351,MECH
MECH-352,MECH
MECH-361,MECH
MECH-368,MECH
MECH-370,MECH
MECH-371,MECH
MECH-375,MECH
MECH-390,MECH
MECH-411,MECH
MECH-412,MECH
MECH-414,MECH
MECH-415,MECH
MECH-421,MECH
MECH-422,MECH
MECH-423,MECH
MECH-424,MECH
MECH-425,MECH
MECH-426,MECH
MECH-444,MECH
MECH-447,MECH
MECH-448,MECH
MECH-452,MECH
MECH-453,MECH
MECH-454,MECH
MECH-460,MECH
MECH-461,MECH
MECH-462,MECH
MECH-463,MECH
MECH-471,MECH
MECH-472,MECH
MECH-473,MECH
MECH-474,MECH
MECH-476,MECH
MECH-490,MECH
MECH-498,MECH
MECH-GENERAL,MECH
MIAE-211,MIAE
MIAE-215,MIAE
MIAE-221,MIAE
MIAE-311,MIAE
MIAE-313,MIAE
MIAE-380,MIAE
PHYS-205,Science Electives
PHYS-252,Science Electives
PHYS-284,Science Electives
SOEN-228,SOEN
SOEN-287,SOEN
SOEN-321,SOEN
SOEN-331,SOEN
SOEN-341,SOEN
SOEN-342,SOEN
SOEN-343,SOEN
SOEN-344,SOEN
SOEN-345,SOEN
SOEN-357,SOEN
SOEN-363,SOEN
SOEN-384,SOEN
SOEN-385,SOEN
SOEN-387,SOEN
SOEN-390,SOEN
SOEN-422,SOEN
SOEN-423,SOEN
SOEN-448,SOEN
SOEN-449,SOEN
SOEN-471,SOEN
SOEN-487,SOEN
SOEN-490,SOEN
SOEN-491,SOEN
SOEN-498,SOEN
SOEN-499,SOEN
SOEN-6441,SOEN
SOEN-GENERAL,SOEN
PHIL-210,General Electives
ENGL-224,General Electives
GEOG-220,General Electives
MARK-201,General Electives
THEO-204,General Electives
